ID,start_time,end_time,longitude,latitude,update_times,k
tlEgrr@KEDalkH8fwmrKgyx5Azz6joC-,1477886788.0,1477973188.0,104.0441046,30.7016771,2,3
mkHsrubAGE9pdz-ctvjMtyu.EMF1tqF6,1477886823.0,1477973223.0,104.0960305,30.7158470,34,3
peCtnm8JMAbniA5hyotFuxm9EGJ5omu3,1477886858.0,1477973258.0,104.0491032,30.6905693,1082,3
qhCloxbHAH8nmu_eBjgKkxr8MFH0jov3,1477886880.0,1477973280.0,104.0568592,30.6687925,330,3
xnFprj.NBz_llzcqrxkArsvaGJy2qiJ1,1477886883.0,1477973283.0,104.1008279,30.6613010,882,3
lnEplrbFIw2jjJ-kyooKrqmbDJI-meCa,1477886941.0,1477973341.0,104.0966010,30.6507739,5172,3
rhzrstbKKC5ijz5cpufMuzq4HKvbgeJ0,1477886941.0,1477973341.0,104.0385997,30.6889471,2,3
mqEhrraKDwcgjAcizolIrys8BIC_qiH2,1477886968.0,1477973368.0,104.0656162,30.6494497,18,3
vkBgAl7NMJ8elD8eCprNuxr.EJJ9rqx1,1477886994.0,1477973394.0,104.1750179,30.6962401,2128,3
lpGuAraLFD8jnC4ntsszpss5BCA_pkG9,1477887010.0,1477973410.0,104.1131447,30.6682514,58,3
thzlvp4JMI-jex1jBnlNkmq-LAG.fdF0,1477887048.0,1477973448.0,104.0657823,30.6694848,458,3
lqIfoo@GLJ5nfD.krveMfmi6AFG1gdCb,1477887141.0,1477973541.0,104.0574386,30.6552583,72,3
nmyopk@IEFbtqB2hCveGosl7zBA6nox0,1477887159.0,1477973559.0,104.0948913,30.6545808,566,3
nfFmAm7KJxanfvcipqrBrwq@GDJclgF6,1477887180.0,1477973580.0,104.0318126,30.6897875,94,3
tqJfsi3EzGahrv1ozrpymwq6JIv3gpv3,1477887184.0,1477973584.0,104.0732976,30.6875088,996,3
woDkpn4ONI8ljD6mqimymnn5COF0jlI2,1477887205.0,1477973605.0,104.0770769,30.6189326,142,3
xsBgzqaEzx_pmE2jzqsDmqu7KKI7lmI8,1477887257.0,1477973657.0,104.0406220,30.6996320,0,3
isKowm.IFy2ojC2csstHrvu4GHFcnsu1,1477887266.0,1477973666.0,104.0757095,30.6754637,122,3
qkylAv4AFA-hdw.fsqtHtAk4HEDapgB7,1477887279.0,1477973679.0,104.0132439,30.6940599,140,3
imEuyxbHDu.rqz7eqljAitl@EHA6rgzb,1477887280.0,1477973680.0,104.0662642,30.6546447,296,3
ohFkpw0ENv7riy3mAlmLnuq@KMv4jlu9,1477887290.0,1477973690.0,104.0909058,30.6479581,500,3
oeHqxm8LGybjrA.hyjryssu9OKz2tlH8,1477887340.0,1477973740.0,104.0909038,30.6613379,2920,3
ikNkmx-NzF3srC9jAlkKows6CBC9rnx5,1477887365.0,1477973765.0,104.0578798,30.6590086,0,3
toHlvj3DNz5skz5fswoJnov5OLF8qlv5,1477887374.0,1477973774.0,104.1015117,30.6819257,2684,3
wqzfpl2MEJaqiw3gpqizmxtaMCC4pqy9,1477887384.0,1477973784.0,104.0847498,30.6615722,62,3
prKttv4zJB2roF1mCjgzswv6HIGcjlHc,1477887425.0,1477973825.0,104.0526188,30.5605352,1262,3
jmHrAt4ANycodI3mzpfNnrm6FKv1ksv2,1477887476.0,1477973876.0,104.0835393,30.7000222,0,3
woKowi5JBv3gpw1drqtBivjaIJx1irCc,1477887497.0,1477973897.0,104.0773832,30.6849992,128,3
rlEiwwaGDIchlB1oxifLjqx-FBE.tnu0,1477887504.0,1477973904.0,104.0733689,30.6712689,16,3
mrAtxxbCBzbpey7mrorHrsw@ECF4hfyb,1477887578.0,1477973978.0,104.0791260,30.6594577,1458,3
mkDhux0zOG0odB6mvvlzrnu8AHC5feJc,1477887624.0,1477974024.0,104.0495669,30.6694158,3870,3
liDntl6IHF0mpz8jsjfCgow9JIH2qpv0,1477887637.0,1477974037.0,104.0893239,30.6626003,320,3
loGmyj@GBBcsixcqypqFttr.JMH_meA.,1477887639.0,1477974039.0,104.0790089,30.6525224,42,3
lkAsov6MJIclox0nBjhJkun1ELu1hqv0,1477887753.0,1477974153.0,104.0820836,30.6595006,2,3
ohyfuk.KCA6soG2gAqjIruo3EHH_fmvc,1477887833.0,1477974233.0,104.0842601,30.6565693,0,3
liKiAo8CNC6lrxcquorFtvl-DCHbrmI.,1477887883.0,1477974283.0,104.0634553,30.6571000,28,3
roHsri-BLvclqC9oxunyqvt9EJv-moD_,1477888040.0,1477974440.0,104.0235703,30.6855510,476,3
nlyjzqaEII6kpw5dwljLrAn1AzA.kgu2,1477888053.0,1477974453.0,104.0696739,30.7122732,10384,3
xmJsul-CNuansu7rAoeJpur9KDzctjE2,1477888079.0,1477974479.0,104.1117876,30.6678943,0,3
lrAlvw-DAz9rgE2gCmrEuqt2OzF2pqw.,1477888088.0,1477974488.0,104.0444649,30.6927926,614,3
mpHhop2FMxakfv4rswrLiwu6DCJcjly2,1477888099.0,1477974499.0,104.0835489,30.6407770,4640,3
ktCsrw8KHIcqnv-rsqpMoyx9HAJ3kgH5,1477888106.0,1477974506.0,104.0231184,30.6893606,816,3
skNosibNKv6jjy_eztkEsxv@NFuannu8,1477888118.0,1477974518.0,104.0765045,30.6601790,332,3
phGtzv9MGF3hiA7mvktyjns8MLE4poJ1,1477888158.0,1477974558.0,104.0546776,30.6931254,2252,3
npMulj.LHu0niB-frnhErtl9IFv5inBa,1477888161.0,1477974561.0,104.0925105,30.6409198,78,3
xezlAm@DDvceoz1onpiMlxw-OMH7rfC4,1477888176.0,1477974576.0,104.0485473,30.6657565,8402,3
vkMgrn@IBD-mhE.eAweGkpo9DzDbkpD_,1477888401.0,1477974801.0,104.1126702,30.6816196,6,3
jlGjyt4GLv-rqD6kqngJhyi9GNB5kmH-,1477888423.0,1477974823.0,104.0867600,30.6651235,34,3
smNhss0IKA5msy-jAkiCkxj2FBE1mnC4,1477888454.0,1477974854.0,104.0761717,30.6865153,108,3
nmCssu7KNy6rfG5nzprMsuwbIBvaqrxa,1477888471.0,1477974871.0,103.8890178,30.8009410,12366,3
oiEutv8OBJ1hku5dnreJslv0ILz9ihG2,1477888505.0,1477974905.0,104.0662642,30.6546447,1944,3
ogHinp5ALEatly3qnnsLorl_ICJ.thH8,1477888555.0,1477974955.0,104.0684906,30.5693590,5440,3
utCswq0HGv6iqz8iwooCkli0IJF5tkH4,1477888562.0,1477974962.0,104.0436553,30.6723797,20,3
poMoom-OGA9inC6evtoJjqm1BKH8rhz8,1477888567.0,1477974967.0,104.0856737,30.6559384,0,3
keBlqv9FGF9ffu-ptsrFpuv6FDv4emy8,1477888610.0,1477975010.0,104.1026023,30.6253000,4,3
okJizw8MJJcmrC1counDsqj1DLx7jiC1,1477888636.0,1477975036.0,104.0228730,30.6680700,1212,3
vgKhlj8zOHbklF3dwtgHspk.KzG9sjG6,1477888696.0,1477975096.0,104.0896027,30.6541927,1216,3
usCfrw2MOycorv_fAlqCozm6LEw6elA1,1477888708.0,1477975108.0,104.0839515,30.6784468,7074,3
tjIhrx6NIy4lmGaontnLgoq2JzH.ehJ4,1477888784.0,1477975184.0,104.0798127,30.6639499,8,3
nrMjym0JFC3hsF_dswkNrot.EJu.riD2,1477888797.0,1477975197.0,104.0117529,30.6764275,414,3
ptMlxm2LJv9inv1kutpMqqp4GOy.pmu_,1477888798.0,1477975198.0,104.0659600,30.6723637,538,3
ogGsrtaEAC5prvaguijHjoi_IHE-ihC_,1477888896.0,1477975296.0,104.0770769,30.6189326,814,3
wpJmqp7zNy5omv9pplhDjzm6ACz-hrzb,1477888913.0,1477975313.0,104.1695733,30.6594305,482,3
kjLklw9OIJ_frJ7cqwjAfon0CHB6trB2,1477889112.0,1477975512.0,104.0808626,30.6525067,1348,3
ktBkzt6BNu4enz9corjLfno9BLF1qoD0,1477889120.0,1477975520.0,104.0116948,30.6761614,6374,3
utMgsj6ONx-fhDcmzwpEjlu-HBF.qiI2,1477889184.0,1477975584.0,104.0384781,30.6630635,540,3
woCton1LOF2lnz3knnfDhvq8zBI_nhH-,1477889198.0,1477975598.0,104.0528762,30.6392966,4,3
keBsuj5AJv_gry7eqsjGlms6JHI7gmHb,1477889200.0,1477975600.0,103.9616288,30.6872812,446,3
xgHpsu3NMx3qmIchAphNknoaECA3klE1,1477889221.0,1477975621.0,104.0457758,30.6734127,3872,3
sozmpl.zGJ1tdz6gAqiJfxt-FBG5kfv_,1477889239.0,1477975639.0,104.0747050,30.6532597,0,3
tlFqlp9KLy9eqx2hsseMhyp-GLC4mmG9,1477889340.0,1477975740.0,104.0607854,30.6605738,166,3
qhJtAl-JJG6grw0kqrmKgsp_NIJ_liH3,1477889384.0,1477975784.0,104.1126614,30.6703133,5254,3
koDqtn8GEI4ogv4qotiNkwr2GEB_spz9,1477889403.0,1477975803.0,104.0414194,30.6830457,1434,3
ihJlzl8BED-nlA-hwvfzqzn-zDA3sjI_,1477889491.0,1477975891.0,104.0497224,30.6616860,2250,3
qkDomw3CEwcspF.oBopAntw1MIzchiz2,1477889508.0,1477975908.0,104.0009627,30.7073085,270,3
sjAksm2MNyaoiw_eywgNuwx0OEJ.lnB3,1477889684.0,1477976084.0,104.0563873,30.6602111,20,3
pqNnyw5OGz6tfu3cAxqypoo-NHz9qrJ3,1477889822.0,1477976222.0,104.1531002,30.6378631,384,3
miJuwo6MIGaisy4pxqkCkti0LAx2slBb,1477889845.0,1477976245.0,104.0800496,30.6545166,1746,3
vnLlnp1zAE4tdI_gymrzprk@CLI5fjz9,1477890064.0,1477976464.0,104.0578691,30.6740614,220,3
ksDmnr9KBB6snv4pBrlKuqo8GGDcmqA_,1477890068.0,1477976468.0,104.0864380,30.6418278,32,3
xiNpxx_NNI.qdx7oAllFizr0EKH_mkC9,1477890092.0,1477976492.0,104.0486819,30.7840988,11356,3
rqBhto3AFwbhqz-hxosHfxjaAOH-soA7,1477890096.0,1477976496.0,104.0480760,30.6648806,5366,3
nqDqsw.LNI9jfwappogIqmt4zLI9geBb,1477890118.0,1477976518.0,104.0674967,30.6562044,782,3
jhIllu-FOv8opB9pCktFtxn.ONG2thA9,1477890174.0,1477976574.0,104.0961325,30.6793346,1676,3
neCjwjaOBv4rrw1pBunKtlj.NBB2piD.,1477890255.0,1477976655.0,104.1176143,30.6586485,0,3
lsBkmq-BED-plBckxpeDuuo1ELD0hhw4,1477890289.0,1477976689.0,104.0032525,30.6819923,0,3
kjMitv8BKu3qiC7cunlyrokbBMJblixa,1477890519.0,1477976919.0,104.1427112,30.6796275,998,3
upDspq2DFF5lnC9kxriCionbMzE7hkD0,1477890679.0,1477977079.0,104.0582862,30.6764701,166,3
omNoxt.IOv0erH8pvvnIqsr8FFxbliD4,1477890711.0,1477977111.0,104.0959133,30.6562878,2,3
ngBrwv5OKubqfx.rvioDiwi9MAJ3soD8,1477890712.0,1477977112.0,104.0519254,30.6972551,232,3
vjGlnk0HKB4tfy4pwnlMqoo1DLC_esBb,1477890813.0,1477977213.0,104.0787595,30.6725658,738,3
rqNsAr_GGA5tjFaqxtkMmzk-MOFaopG1,1477890868.0,1477977268.0,104.0968099,30.6578934,2,3
jqCllj9AAx4tfw5jCvqEqqv6JBA.keG8,1477890886.0,1477977286.0,104.0241873,30.6902661,624,3
wqFjwx_FEG-lgG9kyleEpwj7LAIapiG0,1477891109.0,1477977509.0,104.0704927,30.5921635,286,3
kpAkvx1BHwaodz-hspmEhvtbDKvcelE9,1477891303.0,1477977703.0,104.1228443,30.6518582,1808,3
xfGqqs-CCy0ejHahzrkIpAq_KAu7rsx9,1477891308.0,1477977708.0,104.0920493,30.6581129,10,3
vkLmpj5AMBcjqCbjyllKfql_LNu0efG2,1477891313.0,1477977713.0,104.0862530,30.6887158,2518,3
trJgrv0KIE5moG1hCxeDirs2AzBcfkB_,1477891326.0,1477977726.0,104.0696423,30.7095575,1868,3
woKisj5zDH4pgC1cwpmBupu@zEDcfeDc,1477891326.0,1477977726.0,103.9714375,30.6716476,6216,3
msKuAv6HGw8liIanAnjAmqv6JCE4jjI1,1477891378.0,1477977778.0,104.0289088,30.6348201,208,3
nfJtzr4LDwbfpC7fwqlznAj2ILu8tfx2,1477891396.0,1477977796.0,104.0656162,30.6494497,8,3
tpAoxq9FKIbniH4cBmkKtotbMzF5oqDb,1477891443.0,1477977843.0,104.0629493,30.6221089,822,3
sgEnxo_zKw.glH-ozngDkplbzDI5kgD6,1477891457.0,1477977857.0,104.0696739,30.7122732,5142,3
qnDrrt1DGC6hfI0esoeFlmtbAIA5slv7,1477891494.0,1477977894.0,104.0235703,30.6855510,1344,3
xnCmvj@OKA.ejy7eBiqKlxibGJG3fgB_,1477891547.0,1477977947.0,104.0417827,30.6884471,592,3
klKpmt@MMxakmv6qBntMglm0FBwaqozb,1477891572.0,1477977972.0,103.9963939,30.6252866,294,3
lhDopp8NOx2nhF0fCmeLtnu_AOC4iku0,1477891642.0,1477978042.0,104.0765348,30.6659874,1394,3
ijAfzt9GAF9noz4mzlmKuzs4JNA_gqC3,1477891722.0,1477978122.0,104.0546776,30.6931254,332,3
nnAfAk-KDA1msC.eqrkzhov.DIw_nsA8,1477891733.0,1477978133.0,104.0637507,30.7050601,88,3
stKqwp.Ezy-oqD0lxwmClls1ENE.seJb,1477891745.0,1477978145.0,104.0821196,30.5994644,9562,3
wkAorj@CGw2kfI3eBppHhpn4LGA2hrDc,1477891756.0,1477978156.0,104.0697948,30.6661485,414,3
okLjtp0HNDbioB_jtikFlwr6AFFapeC8,1477891832.0,1477978232.0,104.0872309,30.6371041,510,3
tpBjutaBMJ3idG1eppezqso@COAbtpFa,1477891907.0,1477978307.0,104.0805541,30.6750002,142,3
jqCnuv3OGFcqgF0qqknCksiaDEu2lmv_,1477891929.0,1477978329.0,104.0573838,30.6868973,428,3
wnCplu1GOG9toIchwoeEoupaKDD3ohu6,1477891945.0,1477978345.0,104.1090314,30.6482326,1438,3
ojygwn8KBHbopG8jvjeMryraBAw1ekJa,1477891963.0,1477978363.0,104.0872309,30.6371041,970,3
jiFftx0JAGahhGbnpvqLfvv1IIH0jsI7,1477892047.0,1477978447.0,104.0589201,30.6345665,1572,3
mkChst6zCI6hpy1ovtlIhtq2HHG2ksz4,1477892059.0,1477978459.0,104.0863158,30.6460016,1684,3
ksHgAi_KKG2rlv1gulqMqtn8zKw9gnH3,1477892083.0,1477978483.0,104.1041139,30.7155790,274,3
rgMows8BMzbopC_mArgIizt7KABbesw.,1477892428.0,1477978828.0,104.0790495,30.6591460,76,3
ifJusv2NBI4jfH3msujJmxk8CMH1pgyb,1477892466.0,1477978866.0,103.9606119,30.5831534,7008,3
slFszo_JIF_njJ7cnjlKkww5CDx5odw6,1477892588.0,1477978988.0,104.0770769,30.6189326,1476,3
ukAgqj2FKv-thv_eAwjMhvi-zIB_qjJ0,1477892597.0,1477978997.0,104.0452361,30.7159302,3992,3
shzhnk_DNE3ffzcixwfKnym9NDJ7rqA6,1477892670.0,1477979070.0,104.0095708,30.6917465,30,3
viynrx.zLJ7gsG7fukkEmrm8HLubtjCb,1477892674.0,1477979074.0,104.0953678,30.6487165,840,3
jmLmsj.AEEcpeG-kssjDhpu-GDC_qex2,1477892794.0,1477979194.0,104.0388580,30.7084437,6584,3
sjIfmx.LMu.gpIclvsjHkqj6MJI.fmBb,1477892889.0,1477979289.0,104.0474114,30.6261413,2454,3
qoLltsbCMG3mnA1jnxtLnss3GDu1jkC2,1477892942.0,1477979342.0,104.0558587,30.6461186,2260,3
msGhup2JAy1ffy2lvjlBpvm7FFC1rmF_,1477893176.0,1477979576.0,104.1225623,30.6703957,86,3
liHpuk3FHv4liB0jCogyizr_CFH6eqH1,1477893209.0,1477979609.0,104.0739529,30.7020194,490,3
rsBqwx@GIB0tiC9nttfHonl@HzE9pkE1,1477893240.0,1477979640.0,104.0513867,30.6927000,186,3
irMosq_HLH8qiE2pxljyluv5HJw1qkz5,1477893280.0,1477979680.0,104.0965380,30.6978725,78,3
spFiln3BEAaefx8iBmeJisi0KIE3qqv2,1477893372.0,1477979772.0,104.1117891,30.6528616,732,3
keCslx8BAy6jqw3cqqkIhvs2EEEatoG3,1477893384.0,1477979784.0,104.1288712,30.6625449,0,3
tkyiwl8CME0niw3cvtgzgmj-zCw0lhua,1477893421.0,1477979821.0,104.1372296,30.6432556,944,3
riLppq3zJF3fsCacougLlvt.ANC5hnz3,1477893705.0,1477980105.0,104.0076694,30.7058479,2386,3
wezfol8LKD-hfxbkCjszooq2GKu5nmA6,1477894166.0,1477980566.0,104.0674967,30.6562044,850,3
rqMkqt_BGv7tsD8mzwmykli9IIC1jky1,1477894246.0,1477980646.0,104.0435058,30.7045446,4,3
niNotp1NDB6qoF9izweAqzn7GNH5nmBa,1477894289.0,1477980689.0,104.0898589,30.6508894,270,3
joLhlt1KFD_hrB3gAlmykzm1IFDcsoBb,1477894383.0,1477980783.0,104.0579844,30.6766037,44,3
mtNotq0IBHapgF5oBmsEmwk@ICv-tnu_,1477894391.0,1477980791.0,104.0302601,30.6737789,106,3
ufBqym5Gzu.gdIclnjgJtArbFFJ9toB5,1477894427.0,1477980827.0,104.0705850,30.6672277,1652,3
iqApum4ILJbtgxbftwiznqubIOG8ijE2,1477894513.0,1477980913.0,104.0213311,30.6648269,4012,3
veNqmn5FKJ_rrI2lBxfGupo8GCJcopGa,1477894567.0,1477980967.0,104.0690915,30.5628136,66,3
ktNgmq6KAx8koE4lCitMhtqbFOB4lhA9,1477894686.0,1477981086.0,104.0874147,30.6726888,956,3
toJfAm@LHFbmnJ6romnErom2zzz9gmE7,1477894701.0,1477981101.0,104.0840451,30.6736638,558,3
snLntu@OIw5hpzcrvlmMpotaCzx1kiw6,1477894831.0,1477981231.0,104.0493518,30.7511256,26,3
xkIoqs8EEI.glD8iqxoIgwi5FOJbeqw5,1477894853.0,1477981253.0,104.0558576,30.6117013,942,3
nrFluobNFz2mmBbjpsmInzj.AzC9ssH-,1477894999.0,1477981399.0,104.0762812,30.6656401,1410,3
nkHfll6OEA7fiJ9cqjtCnuw6IFB4hnH7,1477895048.0,1477981448.0,104.0800728,30.6484527,398,3
ieKsls4JJB-kix2hyrfBnlx3KAx6hdI-,1477895114.0,1477981514.0,104.0502585,30.6751049,0,3
jizozw0BLy.hjv0ozxtJmys9zMHbflI0,1477895136.0,1477981536.0,104.1139457,30.6760358,56,3
rlDpsp2JBH3psC1fxrmHnAu7JOz-ojDc,1477895230.0,1477981630.0,103.9579091,30.5788121,8902,3
pgzuql5NOF_rjC-lAthFhrs1BGw5klH_,1477895275.0,1477981675.0,104.0909818,30.6426299,510,3
qrDjxm4KLA9rhD2qrmoNfvk1NNy6gpD-,1477895402.0,1477981802.0,104.0885161,30.6681243,136,3
wkBuvv@MODalfGcenuoEhyp3KGEaodC4,1477895564.0,1477981964.0,104.1895142,30.8238207,3206,3
xkymvm2HBAbhgB1hvlnDjzk8FHu1gqA.,1477895766.0,1477982166.0,104.0660008,30.6720357,258,3
klFmww@AHybteC8cxphCkxj8zCx9rfBc,1477895856.0,1477982256.0,104.0717077,30.6652913,256,3
loKkns6GAG3pnI0cpoiDirx4BAG3gsJ.,1477896226.0,1477982626.0,104.0771958,30.6598648,510,3
srIjzo5GKz7ngJ0epxoHhun8MLx6pnH2,1477896318.0,1477982718.0,104.0542096,30.5512750,1112,3
nrEknj9IOu7hqy4iBrkMiokaIHH0mfI1,1477896337.0,1477982737.0,104.0535782,30.6675188,170,3
usLuAk.DHI1ppx2hriqMtmu_zADalkv7,1477896487.0,1477982887.0,104.0218807,30.6771903,166,3
kqAftu7BIzcjmu2qtpfNfqw7zIJaerA1,1477896696.0,1477983096.0,104.0954585,30.6609859,488,3
tsHlnr8AGB0npv0kzutLmpmaNMH.lpD0,1477896931.0,1477983331.0,104.0955298,30.6610968,9296,3
lpNkvi9DEw-tlz9izrrIrwr@EMG-psJ1,1477897088.0,1477983488.0,104.0558713,30.6739928,2012,3
rqKqom6JKu2qrE5qzqryntv5EBA1rqwb,1477897258.0,1477983658.0,104.0449075,30.7102355,2356,3
jhAhxm5Bzu8tmG4mvllClvv6zCBaffBa,1477897661.0,1477984061.0,104.0343397,30.7022539,4286,3
rpApsk2CDEcnhJ8gxvgMoln2zHx1sjG6,1477897668.0,1477984068.0,104.0241873,30.6902661,1404,3
wmHiwj3NLyasjDampofMqqw-BDwbkrBa,1477898197.0,1477984597.0,104.1061769,30.6698654,10008,3
mfDipo5OAybjsB6cotrIoox6EBGafgG3,1477898479.0,1477984879.0,104.0181343,30.6727987,4842,3
vtKkqn5EMF0irC-jyrhMfsv5BGw5plz6,1477898839.0,1477985239.0,104.0606350,30.6970225,244,3
wnHkAl9GFF7jrw9pqorFupx1OLJ4trF6,1477898861.0,1477985261.0,104.0562205,30.6561806,1622,3
