ID,start_time,end_time,longitude,latitude,update_times,k,utilization_ratio,refill_times,average_cost,target_id,ID16
tlEgrr@KEDalkH8fwmrKgyx5Azz6joC-,1477886788.0,1478059588.0,104.0441046,30.7016771,4,3,1.0,2,0.0099999597296118,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,05DD
mkHsrubAGE9pdz-ctvjMtyu.EMF1tqF6,1477886823.0,1478059623.0,104.0960305,30.715847,80,3,0.95,3,0.0118862488307058,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0A1A
peCtnm8JMAbniA5hyotFuxm9EGJ5omu3,1477886858.0,1478059658.0,104.0491032,30.6905693,2972,3,0.3351278600269179,2,0.0130741590318115,llDjtrbODG3inE8gpieHsAq.NCA2jnu7,0A5D
qhCloxbHAH8nmu_eBjgKkxr8MFH0jov3,1477886880.0,1478059680.0,104.0568592,30.6687925,1154,3,0.2201039861351819,18,0.0089203621675639,ufBqym5Gzu.gdIclnjgJtArbFFJ9toB5,041F
xnFprj.NBz_llzcqrxkArsvaGJy2qiJ1,1477886883.0,1478059683.0,104.1008279,30.661301,2670,3,0.3153558052434457,2,0.0120285041246577,kjGoop1CBA3oizbqCpmHspw9OFAbonJc,02C1
lnEplrbFIw2jjJ-kyooKrqmbDJI-meCa,1477886941.0,1478059741.0,104.096601,30.6507739,15708,3,0.1063152533740769,2,0.0357374579801981,rpEfAt_AOC8qeFcqCorFttp-EADaiqva,006A
rhzrstbKKC5ijz5cpufMuzq4HKvbgeJ0,1477886941.0,1478059741.0,104.0385997,30.6889471,10,3,1.0,5,0.0043300446122884,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,024D
mqEhrraKDwcgjAcizolIrys8BIC_qiH2,1477886968.0,1478059768.0,104.0656162,30.6494497,46,3,0.8695652173913043,20,0.0139000046107432,wgFltl9AOI1gjvclAppBpxu4KME7hlG-,09A4
vkBgAl7NMJ8elD8eCprNuxr.EJJ9rqx1,1477886994.0,1478059794.0,104.1750179,30.6962401,5580,3,0.217921146953405,2,0.0137194974838645,viyopq4EMzbopA6oplmJhom1HIJ0mmz5,096D
lpGuAraLFD8jnC4ntsszpss5BCA_pkG9,1477887010.0,1478059810.0,104.1131447,30.6682514,248,3,0.1693548387096774,35,0.0073552458366799,ntGmmq5AHE_frFbkvkoNgor9KCy6lkH5,0640
thzlvp4JMI-jex1jBnlNkmq-LAG.fdF0,1477887048.0,1478059848.0,104.0657823,30.6694848,1520,3,0.5144736842105263,2,0.0105038148926963,oeKpwu2MBwbgrA8cAmnBusx1CBE_hgE_,09A0
lqIfoo@GLJ5nfD.krveMfmi6AFG1gdCb,1477887141.0,1478059941.0,104.0574386,30.6552583,270,3,0.5851851851851851,44,0.0099603698968335,mpFhAo6GJz_ffwahqntAmrs8BKI9hdJ6,00E4
nmyopk@IEFbtqB2hCveGosl7zBA6nox0,1477887159.0,1478059959.0,104.0948913,30.6545808,1906,3,0.0912906610703043,16,0.0184489055443848,xsLmAn-MNJ7qsF3mowfyfAu8OFG-plA8,0393
nfFmAm7KJxanfvcipqrBrwq@GDJclgF6,1477887180.0,1478059980.0,104.0318126,30.6897875,262,3,0.8091603053435115,25,0.0104790061129299,wgFltl9AOI1gjvclAppBpxu4KME7hlG-,031A
tqJfsi3EzGahrv1ozrpymwq6JIv3gpv3,1477887184.0,1478059984.0,104.0732976,30.6875088,2982,3,0.2904091213950369,4,0.0114844731566771,ijGhrv_FKu9fpJ4eBwpDrxn.zMFbhkGa,0BCD
woDkpn4ONI8ljD6mqimymnn5COF0jlI2,1477887205.0,1478060005.0,104.0770769,30.6189326,406,3,0.0591133004926108,33,0.0131724292201361,voLmvq5HEB1srE1hnneDhmqaCAC.jeA-,0DD7
xsBgzqaEzx_pmE2jzqsDmqu7KKI7lmI8,1477887257.0,1478060057.0,104.040622,30.699632,18,3,0.8888888888888888,9,0.0114110557155476,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0431
isKowm.IFy2ojC2csstHrvu4GHFcnsu1,1477887266.0,1478060066.0,104.0757095,30.6754637,424,3,0.4386792452830189,9,0.0079407994767194,jfHjro2MMw1iqy5pqqgGiyp4CAz.isI9,0D17
qkylAv4AFA-hdw.fsqtHtAk4HEDapgB7,1477887279.0,1478060079.0,104.0132439,30.6940599,416,3,0.3125,33,0.0078906305134296,qqNsAq5AJx.qox8rujiHjxn4OLz0mix5,06D0
imEuyxbHDu.rqz7eqljAitl@EHA6rgzb,1477887280.0,1478060080.0,104.0662642,30.6546447,1234,3,0.2917341977309562,3,0.0098357386539903,rqHlvr4BHF4rev3nsnfGfzi0CCw9iiG_,043C
ohFkpw0ENv7riy3mAlmLnuq@KMv4jlu9,1477887290.0,1478060090.0,104.0909058,30.6479581,1698,3,0.2991755005889281,17,0.0090458183807131,sfAtvr9KDyblku-nqttHuml_BBx.eqI0,039E
oeHqxm8LGybjrA.hyjryssu9OKz2tlH8,1477887340.0,1478060140.0,104.0909038,30.6613379,9662,3,0.1672531566963361,2,0.0153490391069658,ntGmmq5AHE_frFbkvkoNgor9KCy6lkH5,0BE9
ikNkmx-NzF3srC9jAlkKows6CBC9rnx5,1477887365.0,1478060165.0,104.0578798,30.6590086,2,3,1.0,1,0.0048499787226319,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,045D
toHlvj3DNz5skz5fswoJnov5OLF8qlv5,1477887374.0,1478060174.0,104.1015117,30.6819257,7228,3,0.1906474820143885,2,0.0147699769101851,vtLgmi1MKvcqrD2jtvlJoyt-JNv_hiCb,0282
wqzfpl2MEJaqiw3gpqizmxtaMCC4pqy9,1477887384.0,1478060184.0,104.0847498,30.6615722,246,3,0.4878048780487805,34,0.0079512289475377,oeKpwu2MBwbgrA8cAmnBusx1CBE_hgE_,129F
prKttv4zJB2roF1mCjgzswv6HIGcjlHc,1477887425.0,1478060225.0,104.0526188,30.5605352,4282,3,0.2638953759925269,2,0.0125425733431881,tjIjys4NGy2rpC7hvufykpq-CNG6hkv5,01F5
jmHrAt4ANycodI3mzpfNnrm6FKv1ksv2,1477887476.0,1478060276.0,104.0835393,30.7000222,0,3,0.0,0,0.0,sfHkwvaHFA6jmH4eppoMqtj.FGH8rsu9,0FE2
woKowi5JBv3gpw1drqtBivjaIJx1irCc,1477887497.0,1478060297.0,104.0773832,30.6849992,452,3,0.0575221238938053,5,0.0156716822720734,voLmvq5HEB1srE1hnneDhmqaCAC.jeA-,014D
rlEiwwaGDIchlB1oxifLjqx-FBE.tnu0,1477887504.0,1478060304.0,104.0733689,30.6712689,48,3,0.4583333333333333,20,0.0092041639921565,vszutx3FCw8fjCcfuimLnAlbHHIbslB5,124C
mrAtxxbCBzbpey7mrorHrsw@ECF4hfyb,1477887578.0,1478060378.0,104.079126,30.6594577,4832,3,0.2019867549668874,3,0.0123816410974685,nszouw5OBA8fmE9evqfDsti-GKD4fsvb,01E6
mkDhux0zOG0odB6mvvlzrnu8AHC5feJc,1477887624.0,1478060424.0,104.0495669,30.6694158,11460,3,0.1162303664921466,6,0.0319184292510906,xoBuut1ECH8skv5ookkJlAm2JzC2lnG5,07AA
liDntl6IHF0mpz8jsjfCgow9JIH2qpv0,1477887637.0,1478060437.0,104.0893239,30.6626003,1002,3,0.6746506986027944,2,0.0096830302856847,mnCgzkbKMJcndH-oBleKqwx3HAz6krw0,0189
loGmyj@GBBcsixcqypqFttr.JMH_meA.,1477887639.0,1478060439.0,104.0790089,30.6525224,188,3,0.7021276595744681,32,0.0121680823986993,vsKqAw6ICv-nkF3pxslGrzv9KEz-phwc,12EA
lkAsov6MJIclox0nBjhJkun1ELu1hqv0,1477887753.0,1478060553.0,104.0820836,30.6595006,10,3,1.0,5,0.0103099970147013,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,1302
ohyfuk.KCA6soG2gAqjIruo3EHH_fmvc,1477887833.0,1478060633.0,104.0842601,30.6565693,4,3,1.0,2,0.0042500323615968,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,06DB
liKiAo8CNC6lrxcquorFtvl-DCHbrmI.,1477887883.0,1478060683.0,104.0634553,30.6571,68,3,0.7352941176470589,23,0.0120352933128528,ujGinu8JFy5kry1invrJfxtaAAu1nmJ4,09D3
roHsri-BLvclqC9oxunyqvt9EJv-moD_,1477888040.0,1478060840.0,104.0235703,30.685551,1544,3,0.2357512953367875,5,0.0097608168722839,rsyjnw2GGE1gjHcpBtlFlAqaNNC1fmz6,0E01
nlyjzqaEII6kpw5dwljLrAn1AzA.kgu2,1477888053.0,1478060853.0,104.0696739,30.7122732,29550,3,0.0575972927241962,2,0.0410863961992933,voLmvq5HEB1srE1hnneDhmqaCAC.jeA-,10DB
xmJsul-CNuansu7rAoeJpur9KDzctjE2,1477888079.0,1478060879.0,104.1117876,30.6678943,4,3,1.0,2,0.0038999714888632,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,1366
lrAlvw-DAz9rgE2gCmrEuqt2OzF2pqw.,1477888088.0,1478060888.0,104.0444649,30.6927926,1550,3,0.3006451612903226,2,0.009340260237936,sfAtvr9KDyblku-nqttHuml_BBx.eqI0,0833
mpHhop2FMxakfv4rswrLiwu6DCJcjly2,1477888099.0,1478060899.0,104.0835489,30.640777,13682,3,0.1264435024119281,2,0.0328621246435805,khylslaMDv4nrIbntvjDjmi_BHDcqnu4,0E0F
ktCsrw8KHIcqnv-rsqpMoyx9HAJ3kgH5,1477888106.0,1478060906.0,104.0231184,30.6893606,2092,3,0.1854684512428298,2,0.0101517207909866,vtLgmi1MKvcqrD2jtvlJoyt-JNv_hiCb,1019
skNosibNKv6jjy_eztkEsxv@NFuannu8,1477888118.0,1478060918.0,104.0765045,30.660179,1052,3,0.4619771863117871,24,0.0090700571563363,vszutx3FCw8fjCcfuimLnAlbHHIbslB5,001D
phGtzv9MGF3hiA7mvktyjns8MLE4poJ1,1477888158.0,1478060958.0,104.0546776,30.6931254,5976,3,0.1633199464524765,2,0.0132931557819346,jfIrsn5EDF6srBcgpktDmnq2GIAasqJ1,0041
npMulj.LHu0niB-frnhErtl9IFv5inBa,1477888161.0,1478060961.0,104.0925105,30.6409198,240,3,0.2833333333333333,7,0.0062816640517363,nkBspj8OOF8rgC-juopCjwn3BLB3mkyc,0346
xezlAm@DDvceoz1onpiMlxw-OMH7rfC4,1477888176.0,1478060976.0,104.0485473,30.6657565,24218,3,0.0761417127756214,2,0.0386726561221862,tnCpmi5JDv-rnz6mqqeFjzv-KLF6nku8,0F42
vkMgrn@IBD-mhE.eAweGkpo9DzDbkpD_,1477888401.0,1478061201.0,104.1126702,30.6816196,8,3,0.75,4,0.0143000506795942,ujGinu8JFy5kry1invrJfxtaAAu1nmJ4,0EBD
jlGjyt4GLv-rqD6kqngJhyi9GNB5kmH-,1477888423.0,1478061223.0,104.08676,30.6651235,122,3,0.5901639344262295,27,0.0095459094393204,mpFhAo6GJz_ffwahqntAmrs8BKI9hdJ6,121B
smNhss0IKA5msy-jAkiCkxj2FBE1mnC4,1477888454.0,1478061254.0,104.0761717,30.6865153,350,3,0.72,2,0.0080322860074894,ujGinu8JFy5kry1invrJfxtaAAu1nmJ4,0C59
nmCssu7KNy6rfG5nzprMsuwbIBvaqrxa,1477888471.0,1478061271.0,103.8890178,30.800941,33486,3,0.050110493937765,2,0.0388647014629966,sfHkwvaHFA6jmH4eppoMqtj.FGH8rsu9,0A63
